raw_name_translated,url,title
CT left lower limb without contrast	https://loinc.org/36452-1/	LOINC 36452-1 — CT Lower extremity - left WO contrast
Fine needle fine needle D fine needle needle echo (per mass)	https://loinc.org/44160-0/	LOINC 44160-0 — US Guidance for fine needle aspiration of ...
Renal doppler and / or renal graft	https://loinc.org/80863-4/	LOINC 80863-4 — US.doppler for transplanted kidney
Inst. or change perm catheter. tunnel	https://loinc.org/	LOINC: Home
Abdominal echo + various surface	https://loinc.org/	LOINC: Home
Angioplasty alone on the same vessel	https://loinc.org/	LOINC: Home
Bilateral breast tomosynthesis (compl. Exam)	https://loinc.org/72142-3/	LOINC 72142-3 — DBT Breast - bilateral screening
CT Biopsy / vertebral cytology	https://loinc.org/88316-5/	LOINC 88316-5 — CT Guidance for biopsy of Spinal cord
Echo drainage cyst / limb abscess	https://loinc.org/	LOINC: Home
Angio drainage cyst or abscess mediastinum	https://loinc.org/	LOINC: Home
Dental panoramic	https://loinc.org/24828-6/	LOINC 24828-6 — XR tomography Mandible Panoramic
Breast tomography	https://loinc.org/72142-3/	LOINC 72142-3 — DBT Breast - bilateral screening
Pelvic echo + various surface	https://loinc.org/	LOINC: Home
Scoliotic series 2 incidences or less	https://loinc.org/	LOINC: Home
Left shoulder blade	https://loinc.org/LP7584-8/	LOINC LP7584-8 — Shoulder
Phlebography	https://loinc.org/	LOINC: Home
Echo abd. and pelv. external	https://loinc.org/	LOINC: Home
Echo obst. limited (fetal age, loc. placenta ...)	https://loinc.org/18185-9/	LOINC 18185-9 — Gestational age
Pelvic CT without contrast	https://loinc.org/36952-0/	LOINC 36952-0 — CT Abdomen and Pelvis WO contrast
Transesophageal ultrasound doppler	https://loinc.org/30881-7/	LOINC 30881-7 — US.doppler Lower extremity vein
Peripheral venous doppler / lower limb	https://loinc.org/30881-7/	LOINC 30881-7 — US.doppler Lower extremity vein
Left hand	https://loinc.org/	LOINC: Home
MRI cholangiography without contrast	https://loinc.org/72248-8/	LOINC 72248-8 — MRCP Abdomen WO and W contrast IV
Foraminal block two or more roots	https://loinc.org/	LOINC: Home
Peripheral venous doppler of a single upper limb.	https://loinc.org/30882-5/	LOINC 30882-5 — US.doppler Upper extremity vein
Angio Pleural puncture	https://loinc.org/LG41847-1/	LOINC LG41847-1 — Region imaged: Chest
Scoliotic series 3 or more incidences	https://loinc.org/30717-3/	LOINC 30717-3 — XR Thoracic and lumbar spine Views for ...
CT Biopsy / thoracic cytology	https://loinc.org/35906-7/	LOINC 35906-7 — CT Guidance for biopsy of Thoracic spine
MRI col. dorsal without and with contrast	https://loinc.org/24587-8/	LOINC 24587-8 — MR Brain WO and W contrast IV
Lumbar spine CT without contrast	https://loinc.org/79081-6/	LOINC 79081-6 — CT Lumbar spine by reconstruction WO ...
Right and left breast echo (incl. Armpits)	https://loinc.org/42174-3/	LOINC 42174-3 — FFD mammogram Breast - bilateral ...
Left hip	https://loinc.org/36704-5/	LOINC 36704-5 — XR Hip - left AP and Lateral
Comments: @ CT ANGIO THORACIC ABDOMINAL PELVIC C +	https://loinc.org/83299-8/	LOINC 83299-8 — CT Chest and Abdomen and Pelvis WO ...
Left wrist	https://loinc.org/37464-5/	LOINC 37464-5 — MR Wrist - left WO contrast
Angio Biopsy / cytology abdomen	https://loinc.org/30602-7/	LOINC 30602-7 — CT Guidance for fine needle aspiration of ...
Angio biliary catheter replacement	https://loinc.org/36770-6/	LOINC 36770-6 — CT Guidance for drainage and placement ...
inj. medic. capsule / sheath / tendon / fascia m. inf	https://loinc.org/	LOINC: Home
Revision of films following the mammogram	https://loinc.org/42174-3/	LOINC 42174-3 — FFD mammogram Breast - bilateral ...
Limited abdominal echo	https://loinc.org/30704-1/	LOINC 30704-1 — US Abdomen limited
Renal Doppler (uni or bilateral)	https://loinc.org/86414-0/	LOINC 86414-0 — RFA Renal arteries - unilateral Views W ...
CT sacrum without contrast	https://loinc.org/82696-6/	LOINC 82696-6 — CT Spine Lumbar and Sacrum W contrast IV
Cervical spine 3 incisions or less	https://loinc.org/43539-6/	LOINC 43539-6 — XR Cervical spine 2 or 3 Views
MRI Angio neck without contrast (1 manip.)	https://loinc.org/36549-4/	LOINC 36549-4 — MRA Neck vessels WO contrast
Carotid Doppler	https://loinc.org/43765-7/	LOINC 43765-7 — US.doppler Carotid arteries - bilateral
MRI upper right limb without contrast	https://loinc.org/36336-6/	LOINC 36336-6 — CT Upper extremity - right WO and W ...
Right foot and / or heel	https://loinc.org/	LOINC: Home
Portal doppler and / or hepatic graft	https://loinc.org/69284-8/	LOINC 69284-8 — US.doppler Portal vein and Hepatic vein
Surface echo - other region	https://loinc.org/	LOINC: Home
MRI head without contrast	https://loinc.org/82130-6/	LOINC 82130-6 — MR Face and Neck WO contrast
CT ANGIO thorax and abd. with contrast (2 manip.)	https://loinc.org/83299-8/	LOINC 83299-8 — CT Chest and Abdomen and Pelvis WO ...
Thorax scopy	https://loinc.org/	LOINC: Home
Angio inst. Of endovenous filter by catheterism	https://loinc.org/80190-2/	LOINC 80190-2 — Catheterization and angiography ...
Chest CT with contrast (including adrenals)	https://loinc.org/36950-4/	LOINC 36950-4 — CT Adrenal gland WO and W contrast IV
MRI col. dorsal without contrast	https://loinc.org/37994-1/	LOINC 37994-1 — MRA Lumbar spine vessels WO contrast
Bilateral DX complement	https://loinc.org/	LOINC: Home
Crane 3 incidences or less	https://loinc.org/	LOINC: Home
PICC Line installation or change	https://loinc.org/	LOINC: Home
MRI lower right limb without and with contrast	https://loinc.org/36471-1/	LOINC 36471-1 — MR Foot - right WO contrast
Single contrast barite meal + Grele	https://loinc.org/	LOINC: Home
Arthro and right ankle infiltration	https://loinc.org/	LOINC: Home
Bilateral breast tomosynthesis (basic examination)	https://loinc.org/72142-3/	LOINC 72142-3 — DBT Breast - bilateral screening
Single upper limb peripheral arterial doppler.	https://loinc.org/39500-4/	LOINC 39500-4 — US.doppler Upper extremity artery - left
Thorax - abdomen - pelvic CT without contrast	https://loinc.org/79098-0/	LOINC 79098-0 — CT Chest and Abdomen and Pelvis 3D ...
Right middle finger - 3rd finger	https://loinc.org/LP7421-3/	LOINC LP7421-3 — Middle finger arteries Right
Right shoulder	https://loinc.org/37793-7/	LOINC 37793-7 — XR Shoulder - right 2 Views
Upper right member	https://loinc.org/	LOINC: Home
Bilateral lower limb venous doppler	https://loinc.org/39420-5/	LOINC 39420-5 — US.doppler Lower extremity vein - bilateral
CT of the chest and abdomen with contrast	https://loinc.org/42275-8/	LOINC 42275-8 — CT Chest and Abdomen W contrast IV
mri rectum without contrast	https://loinc.org/72531-7/	LOINC 72531-7 — CT Colon and Rectum W contrast IV and W ...
Right mammogram DIAGNOSIS	https://loinc.org/42168-5/	LOINC 42168-5 — FFD mammogram Breast - right Diagnostic
Facet block 1 site	https://loinc.org/	LOINC: Home
Embolization of additional vessels (max. 4)	https://loinc.org/87020-4/	LOINC 87020-4 — Guidance for embolization of Artery
Echo limited examination popliteal fossa, tear	https://loinc.org/	LOINC: Home
Endovaginal echo add to obst echo.	https://loinc.org/59282-4/	LOINC 59282-4 — Stress cardiac echo study report
Arthro and left knee infiltration	https://loinc.org/62900-6/	LOINC 62900-6 — PhenX - arthritis - osteoarthritis protocol ...
Doppler portal and / or liver graft	https://loinc.org/69284-8/	LOINC 69284-8 — US.doppler Portal vein and Hepatic vein
Transvesical pelvic echo	https://loinc.org/42455-6/	LOINC 42455-6 — US Pelvis transabdominal and transvaginal
Abdomen and pelvic CT scan without and with contrast	https://loinc.org/36952-0/	LOINC 36952-0 — CT Abdomen and Pelvis WO contrast
TDM ENTEROSCAN	https://loinc.org/	LOINC: Home
Left hemithorax	https://loinc.org/	LOINC: Home
Left upper limb surface ultrasound	https://loinc.org/39500-4/	LOINC 39500-4 — US.doppler Upper extremity artery - left
Unilateral percutaneous nephrostomy	https://loinc.org/24779-1/	LOINC 24779-1 — RF Guidance for percutaneous placement ...
ATM on the panogram	https://loinc.org/	LOINC: Home
L breast enlargement by diagnostic mass	https://loinc.org/LG41854-7/	LOINC LG41854-7 — Region imaged: Breast
Selective abdominal angio	https://loinc.org/89626-6/	LOINC 89626-6 — CTA Abdominal, Pelvis and Lower ...
MRI neck without contrast	https://loinc.org/82130-6/	LOINC 82130-6 — MR Face and Neck WO contrast
Unilateral breast tomosynthesis (compl. Exam)	https://loinc.org/46356-2/	LOINC 46356-2 — MG Breast - unilateral Screening
Lumbar spine 4 incidences or less	https://loinc.org/	LOINC: Home
MRI lower right limb without contrast	https://loinc.org/36471-1/	LOINC 36471-1 — MR Foot - right WO contrast
Enlargement breast D by mass Diagnosis	https://loinc.org/24605-8/	LOINC 24605-8 — MG Breast Diagnostic
MRI abdomen without contrast	https://loinc.org/30668-8/	LOINC 30668-8 — MR Abdomen WO contrast
Mammo screening 35-49 and 70 years and over	https://loinc.org/	LOINC: Home
MI venous doppler + popliteal fossa	https://loinc.org/30881-7/	LOINC 30881-7 — US.doppler Lower extremity vein
Right humerus	https://loinc.org/37736-6/	LOINC 37736-6 — XR Humerus - right AP and Lateral
CT upper right limb without contrast	https://loinc.org/36336-6/	LOINC 36336-6 — CT Upper extremity - right WO and W ...
CT pelvis without contrast	https://loinc.org/36952-0/	LOINC 36952-0 — CT Abdomen and Pelvis WO contrast
Image manipulation 1 quarter of an hour	https://loinc.org/8648-8/	LOINC 8648-8 — Hospital course Narrative
Left forearm	https://loinc.org/71587-0/	LOINC 71587-0 — IV site NEMSIS
ANGIO CT lower limb 2 manipulations	https://loinc.org/89626-6/	LOINC 89626-6 — CTA Abdominal, Pelvis and Lower ...
Left foot with load bearing - add mod06-11	https://loinc.org/	LOINC: Home
Radiofrequency thermoablation - target supp.	https://loinc.org/	LOINC: Home
CT ANGIO abd. and pelvic with contrast (2 manip)	https://loinc.org/87854-6/	LOINC 87854-6 — CT Abdomen and Pelvis and CT ...
Left breast trocar biopsy echo	https://loinc.org/80844-4/	LOINC 80844-4 — US Guidance for fine needle biopsy of Breast
CT abdomen without and with contrast	https://loinc.org/36424-0/	LOINC 36424-0 — CT Abdomen WO contrast
Nose	https://loinc.org/95406-5/	LOINC 95406-5 — SARS-CoV-2 (COVID-19) RNA [Presence ...
Selective angio by vessel	https://loinc.org/37385-2/	LOINC 37385-2 — RFA Aortic arch and Vertebral artery - left ...
Fifth left toe	https://loinc.org/37530-3/	LOINC 37530-3 — XR Toe fifth - left Views
Selective cerebral angio	https://loinc.org/37385-2/	LOINC 37385-2 — RFA Aortic arch and Vertebral artery - left ...
Facial mass 4 or more incidences	https://loinc.org/	LOINC: Home
Extraction of intravascal foreign bodies. cath. broken	https://loinc.org/	LOINC: Home
Outpatient monitoring procedure	https://loinc.org/	LOINC: Home
Sacroiliac joints	https://loinc.org/37257-3/	LOINC 37257-3 — XR Spine Lumbar and Sacroiliac Joint 3 ...
Echo study biophysical profile only - 1 fetus	https://loinc.org/11630-1/	LOINC 11630-1 — Fetal Biophysical profile.amniotic fluid ...
Right lower limb surface echo	https://loinc.org/	LOINC: Home
Pancreatography	https://loinc.org/	LOINC: Home
Right breast echo (including armpit)	https://loinc.org/46354-7/	LOINC 46354-7 — FFD mammogram Breast - right Screening
Echo prost. transrectal (doppler) and biopsy	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580972/	Evaluation of Prostatic Lesions by Transrectal Ultrasound ...
Echo obst. 0 to 12 weeks 2 fetus transv route without CN	https://loinc.org/11804-2/	LOINC 11804-2 — Fetal Right ventricular outflow tract ...
Echo setting up harpoon left breast	https://loinc.org/42169-3/	LOINC 42169-3 — FFD mammogram Breast - left Diagnostic
MRI head + col. cervical without contrast	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Left mammogram (localized) by mass PQDCS	https://loinc.org/42174-3/	LOINC 42174-3 — FFD mammogram Breast - bilateral ...
Left lower limb surface echo	https://loinc.org/	LOINC: Home
CT head without contrast	https://loinc.org/30799-1/	LOINC 30799-1 — CT Head WO contrast
Echo obst. 0 to 12 weeks 1 fetus without nuchal translucency	https://loinc.org/49086-2/	LOINC 49086-2 — First trimester maternal screen with nuchal ...
Pelvis and sacroiliac joints	https://loinc.org/37257-3/	LOINC 37257-3 — XR Spine Lumbar and Sacroiliac Joint 3 ...
Soft tissue of the neck or cavum	https://loinc.org/80858-4/	LOINC 80858-4 — US Head and neck soft tissue
Sacrum and coccyx	https://loinc.org/44179-0/	LOINC 44179-0 — XR Sacrum and Coccyx 2 Views
Bilateral percutaneous nephrostomy	https://loinc.org/24779-1/	LOINC 24779-1 — RF Guidance for percutaneous placement ...
Upper right limb surface echo	https://loinc.org/	LOINC: Home
CT Other puncture	https://loinc.org/55217-4/	LOINC 55217-4 — Stick or puncture with a needle or other ...
Left humerus	https://loinc.org/69312-7/	LOINC 69312-7 — XR Humerus - left Single view
Single upper limb peripheral venous doppler.	https://loinc.org/30882-5/	LOINC 30882-5 — US.doppler Upper extremity vein
Lungs 3 or more incidences	https://loinc.org/	LOINC: Home
Arthro and right hip infiltration	https://loinc.org/	LOINC: Home
Echo CRID left breast (including armpit)	https://loinc.org/42169-3/	LOINC 42169-3 — FFD mammogram Breast - left Diagnostic
Chest MRI without contrast	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Arthro and left hip infiltration	https://loinc.org/	LOINC: Home
Echo abd. pelv. + various surfaces	https://loinc.org/	LOINC: Home
Calculation extraction (and expansion)	https://loinc.org/	LOINC: Home
Echo testis - both	https://loinc.org/48742-1/	LOINC 48742-1 — US.doppler Scrotum and testicle
Nephrostomy catheter replacement	https://loinc.org/36769-8/	LOINC 36769-8 — CT Guidance for exchange of nephrostomy ...
MRI pelvis or pelvis without contrate	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Ascites echo drainage + limited abd echo	https://loinc.org/	LOINC: Home
Image manipulation 2 quarters of an hour	https://hl7.org/fhir/2017Jan/v3/ObservationType/vs.html	ObservationType - FHIR v1.8.0 - HL7.org
Sinus CT without contrast	https://loinc.org/36529-6/	LOINC 36529-6 — CT Sinuses WO contrast
Trans esophageal doppler echo	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3168342/	Use of transesophageal Doppler as a sole cardiac output ...
Thorax scan with images	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
MRI head + col. cerv. and dorsal without contrast	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Metastatic or bone series-11 inc. or more	https://loinc.org/	LOINC: Home
CT neck with contrast	https://loinc.org/82804-6/	LOINC 82804-6 — CT Head WO and W contrast IV and CT ...
Right lower limb surface ultrasound	https://loinc.org/18726-0/	LOINC 18726-0 — Radiology studies (set)
Sinus 4 or more incidences	https://loinc.org/	LOINC: Home
Mammo biopsy mammotome left breast	https://loinc.org/26347-5/	LOINC 26347-5 — MG Breast - left Diagnostic
MRI left knee without contrast	https://loinc.org/36508-0/	LOINC 36508-0 — MR Knee - left WO contrast
Echo obst. 0 to 12 weeks 1 foetus route transv without key n	https://loinc.org/89894-0/	LOINC 89894-0 — Neonatal perinatal medicine Telehealth Note
Basin -1 incidence	https://books.google.com/books?id=-j7HBwAAQBAJ&pg=PA266&lpg=PA266&dq=Basin+-1+incidence+site:+https://loinc.org&source=bl&ots=yHTPfX2JZL&sig=ACfU3U2_LNMR7kLWUFfagfj0_uus88pMhQ&hl=en&sa=X&ved=2ahUKEwic8a6El_brAhXlQ98KHQOXAhQQ6AEwAHoECAgQAQ	Concepts and Methods in Infectious Disease Surveillance
Retrograde or antegrade pyelography	https://loinc.org/38105-3/	LOINC 38105-3 — XR Kidney Views W contrast retrograde
Echo drainage of ascites	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3479885/	PleurX drain use in the management of malignant ascites - NCBI
Echo Pleural puncture	https://loinc.org/34552-0/	LOINC 34552-0 — 2D echocardiogram panel
Supplementary bilateral PQ	https://loinc.org/	LOINC: Home
Chest surface echo	https://loinc.org/34552-0/	LOINC 34552-0 — 2D echocardiogram panel
